URL,TITLE,METADESCRIPTION,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DESCRIPTION,LEVEL,ISVALID?
http://ocw.mit.edu/courses/comparative-media-studies/cms-s60-technopanics-moral-panics-about-technology-spring-2013,Technopanics: Moral Panics about Technology | Comparative Media Studies | MIT OpenCourseWare,Hacking and trolling; mass murders and bullying. What do these have in common? One theory holds that these are all &quot;deviant&quot; social behaviors; occurring both online and off; which have purportedly been brought about or exacerbated by our new media environment. Such aberrant behaviors seemingly give us ample reason to fear digital and social media. But is technology to blame? We will grapple with this question as we investigate how our understanding of new technologies and media is socially shaped and; in turn; how new media might influence our social behavior.  We will begin by studying how similar panics about &quot;old&quot; media (books; film; television and even the written word itself) set historical precedents for these current fears. Along the way we will establish and explore issues embedded in debates about new media; including questions of class; gender; youth; sex; and violence. Such topics will be placed in cross-cultural perspective; allowing us to compare the nature of panics over contemporary events and issues&mdash;e.g. the Columbine school shootings; cyber-bullying; Japanese otaku; and the Chinese &quot;Human Flesh Search Engine&quot;&mdash;occurring within both the United States and East Asia. Students will read essays; keep media journals and watch films pertaining to weekly topics.,Technopanics: Moral Panics about Technology ,MIT Open CourseWare,Free,any time,No,Szablewicz; Marcella Therese ,Hacking and trolling; mass murders and bullying. What do these have in common? One theory holds that these are all &quot;deviant&quot; social behaviors; occurring both online and off; which have purportedly been brought about or exacerbated by our new media environment. Such aberrant behaviors seemingly give us ample reason to fear digital and social media. But is technology to blame? We will grapple with this question as we investigate how our understanding of new technologies and media is socially shaped and; in turn; how new media might influence our social behavior.  We will begin by studying how similar panics about &quot;old&quot; media (books; film; television and even the written word itself) set historical precedents for these current fears. Along the way we will establish and explore issues embedded in debates about new media; including questions of class; gender; youth; sex; and violence. Such topics will be placed in cross-cultural perspective; allowing us to compare the nature of panics over contemporary events and issues&mdash;e.g. the Columbine school shootings; cyber-bullying; Japanese otaku; and the Chinese &quot;Human Flesh Search Engine&quot;&mdash;occurring within both the United States and East Asia. Students will read essays; keep media journals and watch films pertaining to weekly topics.,Undergraduate / Graduate,?
http://ocw.mit.edu/courses/comparative-media-studies-writing/21w-015-writing-and-rhetoric-writing-about-sports-fall-2013,Writing and Rhetoric: Writing about Sports | Comparative Media Studies/Writing | MIT OpenCourseWare,&quot;Sports; not religion; is the opiate of the people.&quot; So says David Remnick; editor of the New Yorker and a former sportswriter. Many of our heroes are sports heroes; and for many of us; sports were an important part of our childhood years. Sports are big business; even on college campuses; and they are the subject of many classic movies. In this introductory writing class we consider the role of sports in our own lives and explore the cultural meanings of sports in America. Sports have produced a large body of excellent descriptive and analytic writing; we ll read writers as diverse as Hank Aaron; John Updike; David Foster Wallace; and Malcolm Gladwell on the joys and conundrums of baseball; boxing; football; tennis; and running. The primary work of the class is improving students  communication skills. We ll write and revise 3 essays; including an investigative essay; and we ll also give one short oral report. Revision is an important part of the class; all essays will be revised at least once.,Writing and Rhetoric: Writing about Sports ,MIT Open CourseWare,Free,any time,No,Boiko; Karen ,&quot;Sports; not religion; is the opiate of the people.&quot; So says David Remnick; editor of the New Yorker and a former sportswriter. Many of our heroes are sports heroes; and for many of us; sports were an important part of our childhood years. Sports are big business; even on college campuses; and they are the subject of many classic movies. In this introductory writing class we consider the role of sports in our own lives and explore the cultural meanings of sports in America. Sports have produced a large body of excellent descriptive and analytic writing; we ll read writers as diverse as Hank Aaron; John Updike; David Foster Wallace; and Malcolm Gladwell on the joys and conundrums of baseball; boxing; football; tennis; and running. The primary work of the class is improving students  communication skills. We ll write and revise 3 essays; including an investigative essay; and we ll also give one short oral report. Revision is an important part of the class; all essays will be revised at least once.,Undergraduate,?
http://ocw.mit.edu/courses/comparative-media-studies-writing/21w-730-writing-on-contemporary-issues-social-and-ethical-issues-spring-2010,Writing on Contemporary Issues: Social and Ethical Issues | Comparative Media Studies/Writing | MIT OpenCourseWare,This course provides the opportunity for students-as readers; viewers; writers and speakers-to engage with social and  ethical issues they care deeply about. Over the course of the semester; through discussing the writing of classic and  contemporary authors; we will explore different perspectives on a range of social issues such as free speech; poverty and  homelessness; mental illness; capital punishment and racial and gender inequality. In addition; we will analyze selected  documentary and feature films and photographs that represent or dramatize social problems or issues. In assigned essays;  students will have the opportunity to write about social and ethical issues of their own choice. This course aims to help  students to grow significantly in their ability to understand and grapple with arguments; to integrate secondary print and  visual sources and to craft well-reasoned and elegant essays. Students will also keep a reading journal and give oral  presentations. In class we will discuss assigned texts; explore strategies for successful academic writing; freewrite and  respond to one another s essays.,Writing on Contemporary Issues: Social and Ethical Issues ,MIT Open CourseWare,Free,any time,No,Walsh; Andrea ,This course provides the opportunity for students-as readers; viewers; writers and speakers-to engage with social and  ethical issues they care deeply about. Over the course of the semester; through discussing the writing of classic and  contemporary authors; we will explore different perspectives on a range of social issues such as free speech; poverty and  homelessness; mental illness; capital punishment and racial and gender inequality. In addition; we will analyze selected  documentary and feature films and photographs that represent or dramatize social problems or issues. In assigned essays;  students will have the opportunity to write about social and ethical issues of their own choice. This course aims to help  students to grow significantly in their ability to understand and grapple with arguments; to integrate secondary print and  visual sources and to craft well-reasoned and elegant essays. Students will also keep a reading journal and give oral  presentations. In class we will discuss assigned texts; explore strategies for successful academic writing; freewrite and  respond to one another s essays.,Undergraduate,?
http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-100-introduction-to-media-studies-fall-2010,Introduction to Media Studies | Comparative Media Studies/Writing | MIT OpenCourseWare,This course offers an overview of the social; cultural; political; and economic impact of mediated communication on modern culture. Combines critical discussions with experiments working with different media. Media covered include radio; television; film; the printed word; and digital technologies. Topics include the nature and function of media; core media institutions; and media in transition.,Introduction to Media Studies ,MIT Open CourseWare,Free,any time,No,Consalvo; Mia ,This course offers an overview of the social; cultural; political; and economic impact of mediated communication on modern culture. Combines critical discussions with experiments working with different media. Media covered include radio; television; film; the printed word; and digital technologies. Topics include the nature and function of media; core media institutions; and media in transition.,Undergraduate,?
http://ocw.mit.edu/courses/concourse/cc-111-modern-conceptions-of-freedom-spring-2013,Modern Conceptions of Freedom | Concourse | MIT OpenCourseWare,This course examines the modern definition of freedom; and the obligations that people accept in honoring it. It investigates how these obligations are captured in the principles of our political associations. This course also studies how the centrality of freedom plays out in the political thought of such authors as Hobbes; Locke; Rousseau; Burke and Montesquieu; as well as debating which notions of freedom inspire and sustain the American experiment by careful reading of the documents and arguments of the founding of the United States. This course is part of the Concourse program at MIT.,Modern Conceptions of Freedom ,MIT Open CourseWare,Free,any time,No,Rabieh; Linda ,This course examines the modern definition of freedom; and the obligations that people accept in honoring it. It investigates how these obligations are captured in the principles of our political associations. This course also studies how the centrality of freedom plays out in the political thought of such authors as Hobbes; Locke; Rousseau; Burke and Montesquieu; as well as debating which notions of freedom inspire and sustain the American experiment by careful reading of the documents and arguments of the founding of the United States. This course is part of the Concourse program at MIT.,Undergraduate,?
http://ocw.mit.edu/courses/concourse/cc-112-philosophy-of-love-spring-2013,Philosophy of Love | Concourse | MIT OpenCourseWare,This course explores the nature of love through works of philosophy; literature; film; poetry; and individual experience. It investigates the distinction among eros; philia; and agape. Students discuss ideas of love as a feeling; an action; a species of  knowing someone;  or a way to give or take. Authors studied include Plato; Kant; Buber; D. H. Lawrence; Rumi; and Aristotle. This course is part of the Concourse program at MIT.,Philosophy of Love ,MIT Open CourseWare,Free,any time,No,Perlman; Lee ,This course explores the nature of love through works of philosophy; literature; film; poetry; and individual experience. It investigates the distinction among eros; philia; and agape. Students discuss ideas of love as a feeling; an action; a species of  knowing someone;  or a way to give or take. Authors studied include Plato; Kant; Buber; D. H. Lawrence; Rumi; and Aristotle. This course is part of the Concourse program at MIT.,Undergraduate,?
http://ocw.mit.edu/courses/mathematics/18-353j-nonlinear-dynamics-i-chaos-fall-2012,Nonlinear Dynamics I: Chaos | Mathematics | MIT OpenCourseWare,This course provides an introduction to nonlinear dynamics and chaos in dissipative systems. The content is structured to be of general interest to undergraduates in engineering and science.,Nonlinear Dynamics I: Chaos ,MIT Open CourseWare,Free,any time,No,Chumakova; Lyubov ,This course provides an introduction to nonlinear dynamics and chaos in dissipative systems. The content is structured to be of general interest to undergraduates in engineering and science.,Undergraduate,?
http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-479-trace-element-geochemistry-spring-2013,Trace-Element Geochemistry | Earth; Atmospheric; and Planetary Sciences | MIT OpenCourseWare,The emphasis of this course is to use Trace Element Geochemistry to understand the origin and evolution of igneous rocks. The approach is to discuss the parameters that control partitioning of trace elements between phases and to develop models for the partitioning of trace elements between phases in igneous systems; especially between minerals and melt. Subsequently; published papers that are examples of utilizing Trace Element Geochemistry are read and discussed.,Trace-Element Geochemistry ,MIT Open CourseWare,Free,any time,No,Frey; Frederick ,The emphasis of this course is to use Trace Element Geochemistry to understand the origin and evolution of igneous rocks. The approach is to discuss the parameters that control partitioning of trace elements between phases and to develop models for the partitioning of trace elements between phases in igneous systems; especially between minerals and melt. Subsequently; published papers that are examples of utilizing Trace Element Geochemistry are read and discussed.,Graduate,?
http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-744-marine-isotope-chemistry-fall-2012,Marine Isotope Chemistry | Earth; Atmospheric; and Planetary Sciences | MIT OpenCourseWare,The objective of this course is to develop an understanding of principles of marine isotope geochemistry; its systematics; and its application to the study of the behavior and history of the oceans within the earth system. The emphasis is on developing the underlying concepts and theory as well as proficiency in working with practical isotope systems. The course is divided into four sections: nuclear systematics; Earth formation and evolution; stable isotopes; and applications to the ocean system.,Marine Isotope Chemistry ,MIT Open CourseWare,Free,any time,No,Peucker-Ehrenbrink; Bernhard and Jenkins; Bill and Fornace; Kyrstin ,The objective of this course is to develop an understanding of principles of marine isotope geochemistry; its systematics; and its application to the study of the behavior and history of the oceans within the earth system. The emphasis is on developing the underlying concepts and theory as well as proficiency in working with practical isotope systems. The course is divided into four sections: nuclear systematics; Earth formation and evolution; stable isotopes; and applications to the ocean system.,Graduate,?
http://ocw.mit.edu/courses/economics/14-05-intermediate-macroeconomics-spring-2013,Intermediate Macroeconomics | Economics | MIT OpenCourseWare,This course uses the tools of macroeconomics to study various macroeconomic policy problems in-depth. The problems range from economic growth in the long run; to government finances in the intermediate run; and economic stability in the short run. Many economic models used today are surveyed.,Intermediate Macroeconomics ,MIT Open CourseWare,Free,any time,No,Angeletos; George-Marios ,This course uses the tools of macroeconomics to study various macroeconomic policy problems in-depth. The problems range from economic growth in the long run; to government finances in the intermediate run; and economic stability in the short run. Many economic models used today are surveyed.,Undergraduate,?
http://ocw.mit.edu/courses/economics/14-581-international-economics-i-spring-2013,International Economics I | Economics | MIT OpenCourseWare,This course covers; with a focus on both theory and empirics; advanced topics in international trade (as well as inter-regional trade and economic geography.) It includes the study of positive issues; such as: Why do countries trade? What goods do countries trade? What are the implications of openness for the location of production; industries; occupations; and innovative activity? And; what impedes trade and why do some countries deliberately erect policy impediments to trade? The course also concerns normative issues; such as: Is trade openness beneficial to a representative agent? And; are there winners and losers from trade and if so; can we identify them? Throughout; these issues are approached in neoclassical settings as well as those with market failures; at the industry-level as well as the firm-level; and in the presence of both mobile and immobile factors (e.g.; FDI; offshoring of tasks; multinational firms and immigration).,International Economics I ,MIT Open CourseWare,Free,any time,No,Costinot; Arnaud and Donaldson; Dave ,This course covers; with a focus on both theory and empirics; advanced topics in international trade (as well as inter-regional trade and economic geography.) It includes the study of positive issues; such as: Why do countries trade? What goods do countries trade? What are the implications of openness for the location of production; industries; occupations; and innovative activity? And; what impedes trade and why do some countries deliberately erect policy impediments to trade? The course also concerns normative issues; such as: Is trade openness beneficial to a representative agent? And; are there winners and losers from trade and if so; can we identify them? Throughout; these issues are approached in neoclassical settings as well as those with market failures; at the industry-level as well as the firm-level; and in the presence of both mobile and immobile factors (e.g.; FDI; offshoring of tasks; multinational firms and immigration).,Graduate,?
